怪物ID,怪物类型,怪物所在的格子,掉落包ID,怪物序号,关卡ID备注,副本ID备注,地图名备注,副本名称备注,,,,,,,,,
111114,1059,8,1001,4,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111115,1060,7,1002,5,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111116,1057,1,1001,6,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111117,1058,10,1002,7,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111118,1059,11,1001,8,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111119,1060,12,1002,9,11111,1111,乌斯藏,福陵山(2),,,,,,,,,
111121,1061,6,1001,1,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111122,1062,2,1002,2,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111123,1063,5,1001,3,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111124,1064,8,1002,4,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111125,1065,4,1001,5,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111126,1062,7,1002,6,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111127,1063,10,1001,7,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111128,1064,11,1002,8,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111129,1065,12,1001,9,11112,1111,乌斯藏,福陵山(2),,,,,,,,,
111131,1066,3,1002,1,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111132,1067,6,1001,2,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111133,1068,9,1002,3,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111134,1069,5,1001,4,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111135,1070,4,1002,5,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111136,1067,7,1001,6,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111137,1068,10,1002,7,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111138,1069,11,1001,8,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111139,1070,12,1002,9,11113,1111,乌斯藏,福陵山(2),,,,,,,,,
111211,1071,6,1001,1,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111212,1072,5,1002,2,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111213,1073,1,1001,3,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111214,1074,4,1002,4,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111215,1075,7,1001,5,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111216,1072,8,1002,6,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111217,1073,10,1001,7,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111218,1074,11,1002,8,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111219,1075,12,1001,9,11121,1112,乌斯藏,福陵山(3),,,,,,,,,
111221,1076,3,1002,1,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111222,1077,9,1001,2,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111223,1078,5,1002,3,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111224,1079,1,1001,4,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111225,1080,4,1002,5,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111226,1077,8,1001,6,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111227,1078,10,1002,7,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111228,1079,11,1001,8,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111229,1080,12,1002,9,11122,1112,乌斯藏,福陵山(3),,,,,,,,,
111231,1001,3,1001,1,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111232,1002,9,1002,2,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111233,1003,5,1001,3,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111234,1004,4,1002,4,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111235,1005,7,1001,5,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111236,1002,8,1002,6,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111237,1003,10,1001,7,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111238,1004,11,1002,8,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111239,1005,12,1001,9,11123,1112,乌斯藏,福陵山(3),,,,,,,,,
111311,1006,9,1002,1,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111312,1007,5,1001,2,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111313,1008,8,1002,3,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111314,1009,1,1001,4,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111315,1010,7,1002,5,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111316,1007,2,1001,6,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111317,1008,10,1002,7,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111318,1009,11,1001,8,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111319,1010,12,1002,9,11131,1113,乌斯藏,福陵山(4),,,,,,,,,
111321,1011,3,1001,1,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111322,1012,2,1002,2,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111323,1013,5,1001,3,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111324,1014,1,1002,4,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111325,1015,4,1001,5,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111326,1012,7,1002,6,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111327,1013,10,1001,7,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111328,1014,11,1002,8,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111329,1015,12,1001,9,11132,1113,乌斯藏,福陵山(4),,,,,,,,,
111331,1016,9,1002,1,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111332,1017,5,1001,2,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111333,1018,8,1002,3,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111334,1019,4,1001,4,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111335,1020,7,1002,5,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111336,1017,1,1001,6,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111337,1018,10,1002,7,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111338,1019,11,1001,8,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111339,1020,12,1002,9,11133,1113,乌斯藏,福陵山(4),,,,,,,,,
111411,1021,3,1001,1,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111412,1022,9,1002,2,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111413,1023,5,1001,3,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111414,1024,1,1002,4,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111415,1025,7,1001,5,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111416,1022,8,1002,6,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111417,1023,10,1001,7,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111418,1024,11,1002,8,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111419,1025,12,1001,9,11141,1114,乌斯藏,福陵山(5),,,,,,,,,
111421,1026,3,1002,1,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111422,1027,9,1001,2,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111423,1028,2,1002,3,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111424,1029,5,1001,4,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111425,1030,1,1002,5,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111426,1027,7,1001,6,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111427,1028,10,1002,7,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111428,1029,11,1001,8,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111429,1030,12,1002,9,11142,1114,乌斯藏,福陵山(5),,,,,,,,,
111431,1031,3,1001,1,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111432,1032,9,1002,2,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111433,1033,5,1001,3,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111434,1034,8,1002,4,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111435,1035,7,1001,5,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111436,1032,1,1002,6,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111437,1033,10,1001,7,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111438,1034,11,1002,8,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111439,1035,12,1001,9,11143,1114,乌斯藏,福陵山(5),,,,,,,,,
111511,1036,6,1002,1,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111512,1037,2,1001,2,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111513,1038,5,1002,3,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111514,1039,8,1001,4,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111515,1040,4,1002,5,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111516,1037,7,1001,6,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111517,1038,10,1002,7,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111518,1039,11,1001,8,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111519,1040,12,1002,9,11151,1115,乌斯藏,福陵山(6),,,,,,,,,
111521,1041,3,1001,1,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111522,1042,6,1002,2,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111523,1043,9,1001,3,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111524,1044,5,1002,4,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111525,1045,4,1001,5,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111526,1042,7,1002,6,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111527,1043,10,1001,7,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111528,1044,11,1002,8,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111529,1045,12,1001,9,11152,1115,乌斯藏,福陵山(6),,,,,,,,,
111531,1046,6,1002,1,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111532,1047,5,1001,2,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111533,1048,1,1002,3,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111534,1049,4,1001,4,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111535,1050,7,1002,5,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111536,1047,8,1001,6,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111537,1048,10,1002,7,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111538,1049,11,1001,8,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111539,1050,12,1002,9,11153,1115,乌斯藏,福陵山(6),,,,,,,,,
111611,1051,3,1001,1,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111612,1052,9,1002,2,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111613,1053,5,1001,3,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111614,1054,1,1002,4,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111615,1055,4,1001,5,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111616,1052,8,1002,6,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111617,1053,10,1001,7,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111618,1054,11,1002,8,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111619,1055,12,1001,9,11161,1116,乌斯藏,福陵山(7),,,,,,,,,
111621,1056,3,1002,1,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111622,1057,9,1001,2,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111623,1058,5,1002,3,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111624,1059,4,1001,4,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111625,1060,7,1002,5,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111626,1057,8,1001,6,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111627,1058,10,1002,7,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111628,1059,11,1001,8,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111629,1060,12,1002,9,11162,1116,乌斯藏,福陵山(7),,,,,,,,,
111631,1061,9,1001,1,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111632,1062,5,1002,2,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111633,1063,8,1001,3,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111634,1064,1,1002,4,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111635,1065,7,1001,5,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111636,1062,2,1002,6,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111637,1063,10,1001,7,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111638,1064,11,1002,8,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111639,1065,12,1001,9,11163,1116,乌斯藏,福陵山(7),,,,,,,,,
111711,1066,3,1002,1,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111712,1067,2,1001,2,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111713,1068,5,1002,3,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111714,1069,1,1001,4,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111715,1070,4,1002,5,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111716,1067,7,1001,6,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111717,1068,10,1002,7,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111718,1069,11,1001,8,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111719,1070,12,1002,9,11171,1117,乌斯藏,福陵山(8),,,,,,,,,
111721,1071,9,1001,1,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111722,1072,5,1002,2,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111723,1073,8,1001,3,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111724,1074,4,1002,4,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111725,1075,7,1001,5,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111726,1072,1,1002,6,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111727,1073,10,1001,7,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111728,1074,11,1002,8,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111729,1075,12,1001,9,11172,1117,乌斯藏,福陵山(8),,,,,,,,,
111731,1076,3,1002,1,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111732,1077,9,1001,2,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111733,1078,5,1002,3,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111734,1079,1,1001,4,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111735,1080,7,1002,5,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111736,1077,8,1001,6,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111737,1078,10,1002,7,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111738,1079,11,1001,8,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111739,1080,12,1002,9,11173,1117,乌斯藏,福陵山(8),,,,,,,,,
111811,1001,3,1001,1,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111812,1002,9,1002,2,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111813,1003,2,1001,3,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111814,1004,5,1002,4,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111815,1005,1,1001,5,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111816,1002,7,1002,6,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111817,1003,10,1001,7,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111818,1004,11,1002,8,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111819,1005,12,1001,9,11181,1118,乌斯藏,福陵山(9),,,,,,,,,
111821,1006,3,1002,1,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111822,1007,9,1001,2,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111823,1008,5,1002,3,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111824,1009,8,1001,4,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111825,1010,7,1002,5,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111826,1007,1,1001,6,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111827,1008,10,1002,7,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111828,1009,11,1001,8,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111829,1010,12,1002,9,11182,1118,乌斯藏,福陵山(9),,,,,,,,,
111831,1011,6,1001,1,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111832,1012,2,1002,2,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111833,1013,5,1001,3,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111834,1014,8,1002,4,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111835,1015,4,1001,5,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111836,1012,7,1002,6,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111837,1013,10,1001,7,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111838,1014,11,1002,8,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111839,1015,12,1001,9,11183,1118,乌斯藏,福陵山(9),,,,,,,,,
111911,1016,3,1002,1,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111912,1017,6,1001,2,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111913,1018,9,1002,3,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111914,1019,5,1001,4,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111915,1020,4,1002,5,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111916,1017,7,1001,6,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111917,1018,10,1002,7,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111918,1019,11,1001,8,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111919,1020,12,1002,9,11191,1119,乌斯藏,流沙界(1),,,,,,,,,
111921,1021,6,1001,1,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111922,1022,5,1002,2,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111923,1023,1,1001,3,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111924,1024,4,1002,4,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111925,1025,7,1001,5,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111926,1022,8,1002,6,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111927,1023,10,1001,7,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111928,1024,11,1002,8,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111929,1025,12,1001,9,11192,1119,乌斯藏,流沙界(1),,,,,,,,,
111931,1026,3,1002,1,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111932,1027,9,1001,2,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111933,1028,5,1002,3,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111934,1029,1,1001,4,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111935,1030,4,1002,5,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111936,1027,8,1001,6,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111937,1028,10,1002,7,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111938,1029,11,1001,8,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
111939,1030,12,1002,9,11193,1119,乌斯藏,流沙界(1),,,,,,,,,
112011,1031,3,1001,1,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112012,1032,9,1002,2,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112013,1033,5,1001,3,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112014,1034,4,1002,4,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112015,1035,7,1001,5,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112016,1032,8,1002,6,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112017,1033,10,1001,7,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112018,1034,11,1002,8,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112019,1035,12,1001,9,11201,1120,乌斯藏,流沙界(2),,,,,,,,,
112021,1036,9,1002,1,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112022,1037,5,1001,2,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112023,1038,8,1002,3,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112024,1039,1,1001,4,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112025,1040,7,1002,5,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112026,1037,2,1001,6,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112027,1038,10,1002,7,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112028,1039,11,1001,8,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112029,1040,12,1002,9,11202,1120,乌斯藏,流沙界(2),,,,,,,,,
112031,1041,3,1001,1,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112032,1042,2,1002,2,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112033,1043,5,1001,3,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112034,1044,1,1002,4,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112035,1045,4,1001,5,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112036,1042,7,1002,6,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112037,1043,10,1001,7,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112038,1044,11,1002,8,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112039,1045,12,1001,9,11203,1120,乌斯藏,流沙界(2),,,,,,,,,
112111,1046,9,1002,1,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112112,1047,5,1001,2,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112113,1048,8,1002,3,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112114,1049,4,1001,4,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112115,1050,7,1002,5,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112116,1047,1,1001,6,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112117,1048,10,1002,7,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112118,1049,11,1001,8,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112119,1050,12,1002,9,11211,1121,乌斯藏,流沙界(3),,,,,,,,,
112121,1051,3,1001,1,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112122,1052,9,1002,2,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112123,1053,5,1001,3,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112124,1054,1,1002,4,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112125,1055,7,1001,5,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112126,1052,8,1002,6,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112127,1053,10,1001,7,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112128,1054,11,1002,8,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112129,1055,12,1001,9,11212,1121,乌斯藏,流沙界(3),,,,,,,,,
112131,1056,3,1002,1,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112132,1057,9,1001,2,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112133,1058,2,1002,3,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112134,1059,5,1001,4,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112135,1060,1,1002,5,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112136,1057,7,1001,6,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112137,1058,10,1002,7,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112138,1059,11,1001,8,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112139,1060,12,1002,9,11213,1121,乌斯藏,流沙界(3),,,,,,,,,
112211,1061,3,1001,1,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112212,1062,9,1002,2,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112213,1063,5,1001,3,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112214,1064,8,1002,4,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112215,1065,7,1001,5,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112216,1062,1,1002,6,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112217,1063,10,1001,7,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112218,1064,11,1002,8,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112219,1065,12,1001,9,11221,1122,乌斯藏,流沙界(4),,,,,,,,,
112221,1066,6,1002,1,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112222,1067,2,1001,2,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112223,1068,5,1002,3,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112224,1069,8,1001,4,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112225,1070,4,1002,5,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112226,1067,7,1001,6,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112227,1068,10,1002,7,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112228,1069,11,1001,8,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112229,1070,12,1002,9,11222,1122,乌斯藏,流沙界(4),,,,,,,,,
112231,1071,3,1001,1,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112232,1072,6,1002,2,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112233,1073,9,1001,3,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112234,1074,5,1002,4,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112235,1075,4,1001,5,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112236,1072,7,1002,6,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112237,1073,10,1001,7,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112238,1074,11,1002,8,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112239,1075,12,1001,9,11223,1122,乌斯藏,流沙界(4),,,,,,,,,
112311,1076,6,1002,1,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112312,1077,5,1001,2,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112313,1078,1,1002,3,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112314,1079,4,1001,4,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112315,1080,7,1002,5,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112316,1077,8,1001,6,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112317,1078,10,1002,7,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112318,1079,11,1001,8,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112319,1080,12,1002,9,11231,1123,乌斯藏,流沙界(5),,,,,,,,,
112321,1001,3,1001,1,11232,1123,乌斯藏,流沙界(5),,,,,,,,,
