副本ID,地图ID,副本难度,前置副本ID,副本名称,副本标签,需要体力,进入等级,是否是Boss,Boss缩略图,战斗地图,背景音乐,前置对话ID,战斗关卡1,战斗关卡2,战斗关卡3,战斗关卡4,战斗关卡5,客户端副本剧情描述,客户端展示资源掉落包ID,客户端展示道具掉落包ID,所属地图名,
90118,9,1,90117,火焰山(9),18,5,71,1,XingTian,Shushangudao,Battle1.mp3,1001,9181,9182,9183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,18
90119,9,1,90118,醉花荫(1),19,5,71,0,YangJian,Xuyuhuanjingcai,Battle1.mp3,1001,9191,9192,9193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,19
90120,9,1,90119,醉花荫(2),20,5,71,0,YuShiPiPa,Xuyuhuanjingjiu,Battle1.mp3,1001,9201,9202,9203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,20
90121,9,1,90120,醉花荫(3),21,5,71,1,YuZuHong,Xuyuhuanjingqi,Battle1.mp3,1001,9211,9212,9213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,21
90122,9,1,90121,醉花荫(4),22,5,71,0,ZhaoLingEr,Xuyuhuanjingse,Battle1.mp3,1001,9221,9222,9223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,22
90123,9,1,90122,醉花荫(5),23,5,71,0,ZhenYuMingWang,Zhizhulin,Battle1.mp3,1001,9231,9232,9233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,23
90124,9,1,90123,醉花荫(6),24,5,71,1,ZhiXiuHeShang,Bamboo,Battle1.mp3,1001,9241,9242,9243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,24
90125,9,1,90124,醉花荫(7),25,5,71,0,ZhuBaJie,Bamboo1,Battle1.mp3,1001,9251,9252,9253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,25
90126,9,1,90125,醉花荫(8),26,5,71,0,ZiXiaXianZi,Fenchang,Battle1.mp3,1001,9261,9262,9263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,26
90127,9,1,90126,醉花荫(9),27,5,71,1,ZiXuan,Fenchang1,Battle1.mp3,1001,9271,9272,9273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,27
90228,9,2,90127,冰风谷(1),1,5,71,0,DuGuYuYun,Zhizhulin,Battle1.mp3,1001,9011,9012,9013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,28
90229,9,2,90228,冰风谷(2),2,5,71,0,HuangTianHua,Bamboo,Battle1.mp3,1001,9021,9022,9023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,29
90230,9,2,90229,冰风谷(3),3,5,71,1,HuXiMei,Bamboo1,Battle1.mp3,1001,9031,9032,9033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,30
90231,9,2,90230,冰风谷(4),4,5,71,0,Lang3,Fenchang,Battle1.mp3,1001,9041,9042,9043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,31
90232,9,2,90231,冰风谷(5),5,5,71,0,LeiZhenZi,Fenchang1,Battle1.mp3,1001,9051,9052,9053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,32
90233,9,2,90232,冰风谷(6),6,5,71,1,LinYueRu,Gobi,Battle1.mp3,1001,9061,9062,9063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,33
90234,9,2,90233,冰风谷(7),7,5,71,0,ShaSeng,Gobi1,Battle1.mp3,1001,9071,9072,9073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,34
90235,9,2,90234,冰风谷(8),8,5,71,0,ShenGongBao,Guhua,Battle1.mp3,1001,9081,9082,9083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,35
90236,9,2,90235,冰风谷(9),9,5,71,1,ShiZhangLao,Guhua1,Battle1.mp3,1001,9091,9092,9093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,36
90237,9,2,90236,火焰山(1),10,5,71,0,ShuYao4,Gutenglin,Battle1.mp3,1001,9101,9102,9103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,37
90238,9,2,90237,火焰山(2),11,5,71,0,ShuYao5,Huanggong,Battle1.mp3,1001,9111,9112,9113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,38
90239,9,2,90238,火焰山(3),12,5,71,1,ShuYao3,Lianyaota,Battle1.mp3,1001,9121,9122,9123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,39
90240,9,2,90239,火焰山(4),13,5,71,0,SunWuKong,Plane,Battle1.mp3,1001,9131,9132,9133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,40
90241,9,2,90240,火焰山(5),14,5,71,0,SuDaJi,Plane1,Battle1.mp3,1001,9141,9142,9143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,41
90242,9,2,90241,火焰山(6),15,5,71,1,TianGuiHuang,Shangfuhoushan,Battle1.mp3,1001,9151,9152,9153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,42
90243,9,2,90242,火焰山(7),16,5,71,0,XianGuan,Shanlu,Battle1.mp3,1001,9161,9162,9163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,43
90244,9,2,90243,火焰山(8),17,5,71,0,XieZiJing,Shanlu1,Battle1.mp3,1001,9171,9172,9173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,44
90245,9,2,90244,火焰山(9),18,5,71,1,XingTian,Shushangudao,Battle1.mp3,1001,9181,9182,9183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,45
90246,9,2,90245,醉花荫(1),19,5,71,0,YangJian,Xuyuhuanjingcai,Battle1.mp3,1001,9191,9192,9193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,46
90247,9,2,90246,醉花荫(2),20,5,71,0,YuShiPiPa,Xuyuhuanjingjiu,Battle1.mp3,1001,9201,9202,9203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,47
90248,9,2,90247,醉花荫(3),21,5,71,1,YuZuHong,Xuyuhuanjingqi,Battle1.mp3,1001,9211,9212,9213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,48
90249,9,2,90248,醉花荫(4),22,5,71,0,ZhaoLingEr,Xuyuhuanjingse,Battle1.mp3,1001,9221,9222,9223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,49
90250,9,2,90249,醉花荫(5),23,5,71,0,ZhenYuMingWang,Zhizhulin,Battle1.mp3,1001,9231,9232,9233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,50
90251,9,2,90250,醉花荫(6),24,5,71,1,ZhiXiuHeShang,Bamboo,Battle1.mp3,1001,9241,9242,9243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,51
90252,9,2,90251,醉花荫(7),25,5,71,0,ZhuBaJie,Bamboo1,Battle1.mp3,1001,9251,9252,9253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,52
90253,9,2,90252,醉花荫(8),26,5,71,0,ZiXiaXianZi,Fenchang,Battle1.mp3,1001,9261,9262,9263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,53
90254,9,2,90253,醉花荫(9),27,5,71,1,ZiXuan,Fenchang1,Battle1.mp3,1001,9271,9272,9273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,54
90355,9,3,90254,冰风谷(1),1,5,71,0,DuGuYuYun,Zhizhulin,Battle1.mp3,1001,9011,9012,9013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,55
90356,9,3,90355,冰风谷(2),2,5,71,0,HuangTianHua,Bamboo,Battle1.mp3,1001,9021,9022,9023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,56
90357,9,3,90356,冰风谷(3),3,5,71,1,HuXiMei,Bamboo1,Battle1.mp3,1001,9031,9032,9033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,57
90358,9,3,90357,冰风谷(4),4,5,71,0,Lang3,Fenchang,Battle1.mp3,1001,9041,9042,9043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,58
90359,9,3,90358,冰风谷(5),5,5,71,0,LeiZhenZi,Fenchang1,Battle1.mp3,1001,9051,9052,9053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,59
90360,9,3,90359,冰风谷(6),6,5,71,1,LinYueRu,Gobi,Battle1.mp3,1001,9061,9062,9063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,60
90361,9,3,90360,冰风谷(7),7,5,71,0,ShaSeng,Gobi1,Battle1.mp3,1001,9071,9072,9073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,61
90362,9,3,90361,冰风谷(8),8,5,71,0,ShenGongBao,Guhua,Battle1.mp3,1001,9081,9082,9083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,62
90363,9,3,90362,冰风谷(9),9,5,71,1,ShiZhangLao,Guhua1,Battle1.mp3,1001,9091,9092,9093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,63
90364,9,3,90363,火焰山(1),10,5,71,0,ShuYao4,Gutenglin,Battle1.mp3,1001,9101,9102,9103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,64
90365,9,3,90364,火焰山(2),11,5,71,0,ShuYao5,Huanggong,Battle1.mp3,1001,9111,9112,9113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,65
90366,9,3,90365,火焰山(3),12,5,71,1,ShuYao3,Lianyaota,Battle1.mp3,1001,9121,9122,9123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,66
90367,9,3,90366,火焰山(4),13,5,71,0,SunWuKong,Plane,Battle1.mp3,1001,9131,9132,9133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,67
90368,9,3,90367,火焰山(5),14,5,71,0,SuDaJi,Plane1,Battle1.mp3,1001,9141,9142,9143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,68
90369,9,3,90368,火焰山(6),15,5,71,1,TianGuiHuang,Shangfuhoushan,Battle1.mp3,1001,9151,9152,9153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,69
90370,9,3,90369,火焰山(7),16,5,71,0,XianGuan,Shanlu,Battle1.mp3,1001,9161,9162,9163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,70
90371,9,3,90370,火焰山(8),17,5,71,0,XieZiJing,Shanlu1,Battle1.mp3,1001,9171,9172,9173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,71
90372,9,3,90371,火焰山(9),18,5,71,1,XingTian,Shushangudao,Battle1.mp3,1001,9181,9182,9183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,72
90373,9,3,90372,醉花荫(1),19,5,71,0,YangJian,Xuyuhuanjingcai,Battle1.mp3,1001,9191,9192,9193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,73
90374,9,3,90373,醉花荫(2),20,5,71,0,YuShiPiPa,Xuyuhuanjingjiu,Battle1.mp3,1001,9201,9202,9203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,74
90375,9,3,90374,醉花荫(3),21,5,71,1,YuZuHong,Xuyuhuanjingqi,Battle1.mp3,1001,9211,9212,9213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,75
90376,9,3,90375,醉花荫(4),22,5,71,0,ZhaoLingEr,Xuyuhuanjingse,Battle1.mp3,1001,9221,9222,9223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,76
90377,9,3,90376,醉花荫(5),23,5,71,0,ZhenYuMingWang,Zhizhulin,Battle1.mp3,1001,9231,9232,9233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,77
90378,9,3,90377,醉花荫(6),24,5,71,1,ZhiXiuHeShang,Bamboo,Battle1.mp3,1001,9241,9242,9243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,78
90379,9,3,90378,醉花荫(7),25,5,71,0,ZhuBaJie,Bamboo1,Battle1.mp3,1001,9251,9252,9253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,79
90380,9,3,90379,醉花荫(8),26,5,71,0,ZiXiaXianZi,Fenchang,Battle1.mp3,1001,9261,9262,9263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,80
90381,9,3,90380,醉花荫(9),27,5,71,1,ZiXuan,Fenchang1,Battle1.mp3,1001,9271,9272,9273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,月牙城,81
100101,10,1,90127,水陆道场(1),1,5,81,0,BaiJingJing,Gobi,Battle1.mp3,1001,10011,10012,10013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,1
100102,10,1,100101,水陆道场(2),2,5,81,0,ChengCaiYi,Gobi1,Battle1.mp3,1001,10021,10022,10023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,2
100103,10,1,100102,水陆道场(3),3,5,81,1,ChiGuiWang,Guhua,Battle1.mp3,1001,10031,10032,10033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,3
100104,10,1,100103,水陆道场(4),4,5,81,0,DuGuYuYun,Guhua1,Battle1.mp3,1001,10041,10042,10043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,4
100105,10,1,100104,水陆道场(5),5,5,81,0,HuangTianHua,Gutenglin,Battle1.mp3,1001,10051,10052,10053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,5
100106,10,1,100105,水陆道场(6),6,5,81,1,HuXiMei,Huanggong,Battle1.mp3,1001,10061,10062,10063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,6
100107,10,1,100106,水陆道场(7),7,5,81,0,Lang3,Lianyaota,Battle1.mp3,1001,10071,10072,10073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,7
100108,10,1,100107,水陆道场(8),8,5,81,0,LeiZhenZi,Plane,Battle1.mp3,1001,10081,10082,10083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,8
100109,10,1,100108,水陆道场(9),9,5,81,1,LinYueRu,Plane1,Battle1.mp3,1001,10091,10092,10093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,9
100110,10,1,100109,泾河水府(1),10,5,81,0,ShaSeng,Shangfuhoushan,Battle1.mp3,1001,10101,10102,10103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,10
100111,10,1,100110,泾河水府(2),11,5,81,0,ShenGongBao,Shanlu,Battle1.mp3,1001,10111,10112,10113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,11
100112,10,1,100111,泾河水府(3),12,5,81,1,ShiZhangLao,Shanlu1,Battle1.mp3,1001,10121,10122,10123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,12
100113,10,1,100112,泾河水府(4),13,5,81,0,ShuYao4,Shushangudao,Battle1.mp3,1001,10131,10132,10133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,13
100114,10,1,100113,泾河水府(5),14,5,81,0,ShuYao5,Xuyuhuanjingcai,Battle1.mp3,1001,10141,10142,10143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,14
100115,10,1,100114,泾河水府(6),15,5,81,1,ShuYao3,Xuyuhuanjingjiu,Battle1.mp3,1001,10151,10152,10153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,15
100116,10,1,100115,泾河水府(7),16,5,81,0,SunWuKong,Xuyuhuanjingqi,Battle1.mp3,1001,10161,10162,10163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,16
100117,10,1,100116,泾河水府(8),17,5,81,0,SuDaJi,Xuyuhuanjingse,Battle1.mp3,1001,10171,10172,10173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,17
100118,10,1,100117,泾河水府(9),18,5,81,1,TianGuiHuang,Zhizhulin,Battle1.mp3,1001,10181,10182,10183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,18
100119,10,1,100118,秦始皇陵(1),19,5,81,0,XianGuan,Bamboo,Battle1.mp3,1001,10191,10192,10193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,19
100120,10,1,100119,秦始皇陵(2),20,5,81,0,XieZiJing,Bamboo1,Battle1.mp3,1001,10201,10202,10203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,20
100121,10,1,100120,秦始皇陵(3),21,5,81,1,XingTian,Fenchang,Battle1.mp3,1001,10211,10212,10213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,21
100122,10,1,100121,秦始皇陵(4),22,5,81,0,YangJian,Fenchang1,Battle1.mp3,1001,10221,10222,10223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,22
100123,10,1,100122,秦始皇陵(5),23,5,81,0,YuShiPiPa,Gobi,Battle1.mp3,1001,10231,10232,10233,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,23
100124,10,1,100123,秦始皇陵(6),24,5,81,1,YuZuHong,Gobi1,Battle1.mp3,1001,10241,10242,10243,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,24
100125,10,1,100124,秦始皇陵(7),25,5,81,0,ZhaoLingEr,Guhua,Battle1.mp3,1001,10251,10252,10253,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,25
100126,10,1,100125,秦始皇陵(8),26,5,81,0,ZhenYuMingWang,Guhua1,Battle1.mp3,1001,10261,10262,10263,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,26
100127,10,1,100126,秦始皇陵(9),27,5,81,1,ZhiXiuHeShang,Gutenglin,Battle1.mp3,1001,10271,10272,10273,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,27
100228,10,2,100127,水陆道场(1),1,5,81,0,BaiJingJing,Gobi,Battle1.mp3,1001,10011,10012,10013,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,28
100229,10,2,100228,水陆道场(2),2,5,81,0,ChengCaiYi,Gobi1,Battle1.mp3,1001,10021,10022,10023,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,29
100230,10,2,100229,水陆道场(3),3,5,81,1,ChiGuiWang,Guhua,Battle1.mp3,1001,10031,10032,10033,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,30
100231,10,2,100230,水陆道场(4),4,5,81,0,DuGuYuYun,Guhua1,Battle1.mp3,1001,10041,10042,10043,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,31
100232,10,2,100231,水陆道场(5),5,5,81,0,HuangTianHua,Gutenglin,Battle1.mp3,1001,10051,10052,10053,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,32
100233,10,2,100232,水陆道场(6),6,5,81,1,HuXiMei,Huanggong,Battle1.mp3,1001,10061,10062,10063,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,33
100234,10,2,100233,水陆道场(7),7,5,81,0,Lang3,Lianyaota,Battle1.mp3,1001,10071,10072,10073,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,34
100235,10,2,100234,水陆道场(8),8,5,81,0,LeiZhenZi,Plane,Battle1.mp3,1001,10081,10082,10083,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,35
100236,10,2,100235,水陆道场(9),9,5,81,1,LinYueRu,Plane1,Battle1.mp3,1001,10091,10092,10093,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,36
100237,10,2,100236,泾河水府(1),10,5,81,0,ShaSeng,Shangfuhoushan,Battle1.mp3,1001,10101,10102,10103,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,37
100238,10,2,100237,泾河水府(2),11,5,81,0,ShenGongBao,Shanlu,Battle1.mp3,1001,10111,10112,10113,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,38
100239,10,2,100238,泾河水府(3),12,5,81,1,ShiZhangLao,Shanlu1,Battle1.mp3,1001,10121,10122,10123,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,39
100240,10,2,100239,泾河水府(4),13,5,81,0,ShuYao4,Shushangudao,Battle1.mp3,1001,10131,10132,10133,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,40
100241,10,2,100240,泾河水府(5),14,5,81,0,ShuYao5,Xuyuhuanjingcai,Battle1.mp3,1001,10141,10142,10143,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,41
100242,10,2,100241,泾河水府(6),15,5,81,1,ShuYao3,Xuyuhuanjingjiu,Battle1.mp3,1001,10151,10152,10153,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,42
100243,10,2,100242,泾河水府(7),16,5,81,0,SunWuKong,Xuyuhuanjingqi,Battle1.mp3,1001,10161,10162,10163,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,43
100244,10,2,100243,泾河水府(8),17,5,81,0,SuDaJi,Xuyuhuanjingse,Battle1.mp3,1001,10171,10172,10173,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,44
100245,10,2,100244,泾河水府(9),18,5,81,1,TianGuiHuang,Zhizhulin,Battle1.mp3,1001,10181,10182,10183,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,45
100246,10,2,100245,秦始皇陵(1),19,5,81,0,XianGuan,Bamboo,Battle1.mp3,1001,10191,10192,10193,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,46
100247,10,2,100246,秦始皇陵(2),20,5,81,0,XieZiJing,Bamboo1,Battle1.mp3,1001,10201,10202,10203,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,47
100248,10,2,100247,秦始皇陵(3),21,5,81,1,XingTian,Fenchang,Battle1.mp3,1001,10211,10212,10213,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,48
100249,10,2,100248,秦始皇陵(4),22,5,81,0,YangJian,Fenchang1,Battle1.mp3,1001,10221,10222,10223,,,面前这小姑娘竟是东邪黄岛主的孙女。看她那副着急的样子，谷中定有大事发生。,1003,1002,长安,49
